Company,Bean_Origin,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Bean_Origin
French Broad,La Red,2011,65,U.S.A.,"3,5",,Dominican Republic
Fresco,"Maranon, #228, MR, SC",2014,70,U.S.A.,3,Forastero (Nacional),Peru
Fresco,"Maranon, #227, LR, MC",2014,70,U.S.A.,"3,5",Forastero (Nacional),Peru
Fresco,"Maranon, #229, MR, LC",2014,70,U.S.A.,"3,5",Forastero (Nacional),Peru
Fresco,"Maranon, #230, DR, LC",2014,70,U.S.A.,"3,5",Forastero (Nacional),Peru
Fresco,"Conacado, #223, MR, SC",2013,72,U.S.A.,"3,25",,Dominican Republic
Fresco,"Conacado, #224, MR, MC",2013,72,U.S.A.,"3,75",,Dominican Republic
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",2013,70,U.S.A.,"3,75",,Peru
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",2013,70,U.S.A.,4,Trinitario,Peru
Fresco,"Markham Valley, #219, LR, MC",2012,69,U.S.A.,"3,5",,Papua New Guinea
Fresco,"Markham Valley, #221, DR, MC",2012,69,U.S.A.,"3,5",,Papua New Guinea
Fresco,"Sambirano Valley, #216, MR, LC",2012,74,U.S.A.,4,Trinitario,Madagascar
Fresco,"Markham Valley, #220, MR, MC",2012,69,U.S.A.,4,Trinitario,Papua New Guinea
Fresco,"Markham Valley, #222, LR, 0C",2012,69,U.S.A.,3,Trinitario,Papua New Guinea
Fresco,"Ghana, #211, MR, MC",2011,74,U.S.A.,"2,75",Forastero,Ghana
Fresco,"Jamaica, #209, DR, SC",2011,70,U.S.A.,"3,25",Trinitario,Jamaica
Fresco,"Conacado, #212, LR, SC",2011,72,U.S.A.,"3,5",,Dominican Republic
Fresco,"Jamaica, #210, DR, MC",2011,70,U.S.A.,"3,5",Trinitario,Jamaica
Fresco,"Sambirano Valley, #214, LR, MC",2011,74,U.S.A.,"2,75",Trinitario,Madagascar
Fresco,"Conacado, #213, DR, -C",2011,72,U.S.A.,"3,25",,Dominican Republic
Fresco,"Sambirano Valley, #215, MR, MC",2011,74,U.S.A.,3,Trinitario,Madagascar
Fresco,"Chuao, #218, MR, MC",2011,76,U.S.A.,"3,25",Trinitario,Venezuela
Fresco,"Chuao, #217, DR, MC",2011,70,U.S.A.,4,Trinitario,Venezuela
Fresco,"Jamaica, #204, DR, SC",2009,80,U.S.A.,"2,75",Trinitario,Jamaica
Fresco,"Jamaica, #206, DR, LC",2009,70,U.S.A.,3,Trinitario,Jamaica
Fresco,"Jamaica, #205, DR, MC",2009,70,U.S.A.,"3,25",Trinitario,Jamaica
Fresco,"Carenero Superior, #203, MR, SC",2009,65,U.S.A.,"3,5",Criollo,Venezuela
Friis Holm,"Rugoso, Bad Fermentation",2016,70,Denmark,"3,5",,Nicaragua
Friis Holm (Bonnat),La Dalia,2015,60,Denmark,3,,Nicaragua
Friis Holm (Bonnat),La Dalia,2015,85,Denmark,"3,25",,Nicaragua
Friis Holm (Bonnat),La Dalia,2014,70,Denmark,"3,5",,Nicaragua
Friis Holm (Bonnat),"Barba, Xoco",2013,70,Denmark,"3,25",,Nicaragua
Friis Holm (Bonnat),"Medagla, Xoco",2013,70,Denmark,"3,5",,Nicaragua
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",2012,70,Denmark,"3,25","Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Red Mayan, Xoco",2012,70,Denmark,"3,25","Criollo, Trinitario",Honduras
Friis Holm (Bonnat),"Chuno, double turned, Xoco",2012,70,Denmark,"3,25","Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Rugoso, Xoco",2012,70,Denmark,"3,75",,Nicaragua
Friis Holm (Bonnat),"Johe, Xoco",2011,70,Denmark,"3,25","Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Chuno, Xoco",2011,70,Denmark,"3,5","Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Nicaliso, Xoco",2011,70,Denmark,"3,5","Criollo, Trinitario",Nicaragua
Fruition,"Wild Bolivian, Batch 2",2016,74,U.S.A.,"3,75",Beniano,Bolivia
Fruition,"Coto Brus, Heirloom, Batch 1",2016,74,U.S.A.,4,Amazon mix,Costa Rica
Fruition,Gran Couva,2014,70,U.S.A.,"3,75",Trinitario,Trinidad
Fruition,Maranon,2014,76,U.S.A.,3,Forastero (Nacional),Peru
Fruition,La Red,2013,70,U.S.A.,"3,75",,Dominican Republic
Fruition,Camino Verde,2013,75,U.S.A.,3,,Ecuador
Fruition,Peru,2012,70,U.S.A.,"2,5",,Peru
Fruition,Signature Blend,2011,66,U.S.A.,"3,25",Trinitario,Costa Rica
Fruition,Costa Rica,2011,70,U.S.A.,3,,Costa Rica
Garden Island,"Kaua'I, Alea Estate +world",2014,85,U.S.A.,"2,5",Blend,Hawaii
Georgia Ramon,Akesson P.,2015,65,Germany,"3,25",Trinitario,Madagascar
Georgia Ramon,ABOCFA Coop,2015,70,Germany,4,Forastero,Ghana
Georgia Ramon,Conacado Coop,2015,70,Germany,"3,5",Trinitario,Domincan Republic
Georgia Ramon,Conacado Coop,2015,80,Germany,"3,5",Trinitario,Domincan Republic
Georgia Ramon,Akesson P.,2015,75,Germany,"3,5",Trinitario,Madagascar
Glennmade,"Toledo District, 2015 Harvest",2016,70,U.S.A.,"3,5",,Belize
Glennmade,Bahia,2015,66,U.S.A.,3,"Trinitario, Forastero",Brazil
Goodnow Farms,"Almendra Blanca, batch 1004",2016,77,U.S.A.,"2,75",,Mexico
Goodnow Farms,"El Carmen, batch 1003",2016,77,U.S.A.,"3,25",,Nicaragua
Goodnow Farms,"Asochivite, batch 1005",2016,77,U.S.A.,"3,25",,Guatemala
Grand Place,"Ben Tre, Dong Nai",2011,72,Vietnam,3,Trinitario,Vietnam
Green & Black's (ICAM),Dark,2006,70,U.K.,"2,5",,
Green Bean to Bar,Madagascar,2016,70,Japan,"3,5",,Madagascar
Grenada Chocolate Co.,Grenada,2010,82,Grenada,"3,25",Trinitario,Grenada
Grenada Chocolate Co.,Grenada,2009,60,Grenada,"2,75",Trinitario,Grenada
Grenada Chocolate Co.,Grenada,2008,71,Grenada,"2,5",Trinitario,Grenada
Guido Castagna,Arriba,2009,64,Italy,3,Forastero (Arriba) ASS,Ecuador
Guido Castagna,Ghana,2009,64,Italy,3,Forastero,Ghana
Guido Castagna,Trinidad & Tobago,2009,64,Italy,3,,"Trinidad, Tobago"
Guido Castagna,Lacri Blend,2009,76,Italy,3,,Venezuela
Guido Castagna,Blend,2009,64,Italy,"3,25",,"Ven, Trinidad, Ecuador"
Guittard,"Epique, Blend No. 49",2015,70,U.S.A.,"3,75",,
Guittard,Haiti,2013,65,U.S.A.,"2,75",,Haiti
Guittard,Nicaragua,2013,65,U.S.A.,"2,75",,Nicaragua
Guittard,Jamaica,2013,65,U.S.A.,"3,25",Trinitario,Jamaica
Guittard,Ecuador,2013,65,U.S.A.,"3,5",,Ecuador
Guittard,Coucher du Soleil,2011,72,U.S.A.,"2,75",,
Guittard,Lever du Soleil,2011,61,U.S.A.,"3,25",,
Guittard,Onyx,2011,72,U.S.A.,"3,25",,
Guittard,Trinidad,2010,65,U.S.A.,3,Trinitario,Trinidad
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",2009,55,U.S.A.,3,,Hawaii
Guittard,Nocturne,2009,91,U.S.A.,3,,
Guittard,Complexite,2009,70,U.S.A.,"3,5",Blend,
Guittard,Machu Pichu,2008,65,U.S.A.,3,,Peru
Guittard,Special Maker Reserve,2008,64,U.S.A.,3,,
Guittard,Ocumare,2008,65,U.S.A.,"3,5",,Venezuela
Guittard,Quetzalcoatl,2007,72,U.S.A.,"3,5",Blend,
Guittard,Chucuri,2006,65,U.S.A.,3,Trinitario,Colombia
Guittard,Sur del Lago,2006,65,U.S.A.,"2,5","Trinitario, Criollo",Venezuela
Guittard,"Sambirano, Ambanja",2006,65,U.S.A.,"3,5","Criollo, +",Madagascar
Guittard,"Los Rios, Quevedo",2006,65,U.S.A.,"3,5",Forastero (Arriba),Ecuador
Guittard,Tsaranta,2006,61,U.S.A.,"3,5",Blend,
Guittard,Semisweet,2006,61,U.S.A.,3,Blend,
Habitual,Papua New Guinea,2014,80,Canada,"2,75",,Papua New Guinea
Habitual,Campesino w/ nibs,2014,74,Canada,"2,75",,
Habitual,Dominican Republic,2014,75,Canada,"3,25",,Dominican Republic
Habitual,Trinitario,2014,70,Canada,"3,5",Trinitario,
Habitual,Downtown London,2014,65,Canada,"2,75",,
Habitual,Africa meets Latina,2014,70,Canada,3,,
Habitual,Amazonas,2014,80,Canada,3,,
Habitual,Sharkey,2014,66,Canada,"3,25",,Hawaii
Habitual,one hundred,2014,100,Canada,2,,
Hachez,Arriba,2007,77,Germany,"2,5",Forastero (Arriba),Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,2014,55,Ecuador,"2,75",Trinitario,Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,2014,70,Ecuador,3,Trinitario,Ecuador
Haigh,South America and Africa,2011,70,Australia,3,,"South America, Africa"
Harper Macaw,"Vale do Juliana, w/ nibs",2016,85,U.S.A.,"3,25",,Brazil
Harper Macaw,Brazil Blend,2015,67,U.S.A.,3,,Brazil
Harper Macaw,"Tome Acu E., Amazon Rainforest",2015,77,U.S.A.,"3,5",,Brazil
Harper Macaw,"Vale do Juliana E., Atlantic Forest",2015,74,U.S.A.,"3,5",,Brazil
Heilemann,Peru,2016,64,Germany,"2,75",,Peru
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",2016,70,U.S.A.,"3,25",Amazon,Belize
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",2016,74,U.S.A.,"3,5",Amazon mix,Costa Rica
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",2014,67,U.S.A.,"3,5","Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",2014,67,U.S.A.,3,Beniano,Bolivia
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",2014,67,U.S.A.,"3,75",EET,Ecuador
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",2014,67,U.S.A.,"3,75",,Hawaii
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",2016,72,U.S.A.,"3,5",,Hawaii
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",2016,70,U.S.A.,"3,5",EET,Ecuador
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",2016,77,U.S.A.,"3,5",EET,Ecuador
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",2016,68,U.S.A.,"3,75","Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",2016,72,U.S.A.,4,Beniano,Bolivia
hello cocoa,Uganda,2015,57,U.S.A.,"2,75",Forastero,Uganda
hello cocoa,Venezuela,2015,74,U.S.A.,"3,5",Criollo,Venezuela
hexx,Tanzania,2015,70,U.S.A.,"2,75",,Tanzania
hexx,Madagascar,2015,74,U.S.A.,3,Trinitario,Madagascar
hexx,Venezuela,2015,70,U.S.A.,3,,Venezuela
hexx,Ecuador,2015,73,U.S.A.,"3,25",,Ecuador
hexx,Peru,2015,70,U.S.A.,"3,25",,Peru
Hogarth,Akesson's Estate,2016,70,New Zealand,"2,75",Trinitario,Madagascar
Hogarth,Carenero Superior,2016,72,New Zealand,"2,75",Trinitario,Venezuela
Hogarth,Conacado,2016,75,New Zealand,"3,25",Trinitario,Domincan Republic
Hogarth,Gran Blanco,2016,66,New Zealand,"3,5",Criollo,Peru
Hoja Verde (Tulicorp),Arriba,2009,80,Ecuador,2,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Manabi,2009,80,Ecuador,"2,5",Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,2009,72,Ecuador,3,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,2009,58,Ecuador,"3,25",Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Manabi,2009,58,Ecuador,"3,5",Forastero (Arriba) ASS,Ecuador
Holy Cacao,Maranon,2016,70,Israel,"2,75",,Peru
Holy Cacao,"Camino Verde P., Balao, Guayas",2015,70,Israel,"3,5",,Ecuador
Holy Cacao,Sambirano,2015,70,Israel,"3,5",Trinitario,Madagascar
Holy Cacao,Gran Couva,2015,70,Israel,"3,5",Trinitario,Trinidad
Holy Cacao,Mara,2015,70,Israel,"3,5",,Venezuela
Holy Cacao,Ivory Coast,2009,70,Israel,"2,5",,Ivory Coast
Holy Cacao,Hispaniola,2009,70,Israel,"2,75",,Dominican Republic
Holy Cacao,San Martin,2009,70,Israel,"3,5",,Peru
Holy Cacao,Hispaniola w/ nibs,2009,75,Israel,"3,75",,Dominican Republic
Honest,"Ecuador, w/ nibs",2014,72,South Africa,"2,5",,Ecuador
Hotel Chocolat,"Pepiniere, single Cote",2015,70,U.K.,"2,75",,St. Lucia
Hotel Chocolat,"Marcial, single Cote, 2012",2013,70,U.K.,4,Trinitario,St. Lucia
Hotel Chocolat,"Island Growers, 2012, 120hr c.",2013,100,U.K.,"1,75",Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),Trinidad,2013,75,U.K.,3,Trinitario,Trinidad
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,2013,80,U.K.,"3,5",Trinitario,Vietnam
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",2013,90,U.K.,3,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",2013,72,U.K.,3,Trinitario,Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",2013,82,U.K.,"3,5",Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",2013,100,U.K.,"2,75",,Peru
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",2013,100,U.K.,"2,5",Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",2013,100,U.K.,"2,75",,Dominican Republic
Hotel Chocolat (Coppeneur),Sambirano,2012,66,U.K.,"3,5","Trinitario, Criollo",Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",2011,80,U.K.,3,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",2011,65,U.K.,3,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",2011,65,U.K.,"3,25",Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),Ecuador,2010,70,U.K.,"2,75",,Ecuador
Hotel Chocolat (Coppeneur),Santo Domingo,2010,70,U.K.,3,,Dominican Republic
Hotel Chocolat (Coppeneur),Chuao,2010,70,U.K.,"2,75",Trinitario,Venezuela
Hotel Chocolat (Coppeneur),St. Lucia,2008,72,U.K.,3,,St. Lucia
Hotel Chocolat (Coppeneur),Uganda,2008,80,U.K.,"2,5",Forastero,Uganda
Hotel Chocolat (Coppeneur),Tanzania,2008,75,U.K.,"2,75",,Tanzania
Hotel Chocolat (Coppeneur),Uba Budo,2008,72,U.K.,3,Forastero,Sao Tome
Hummingbird,Lam Dong,2015,70,Canada,"3,5",Trinitario,Vietnam
Hummingbird,Bolivia,2014,70,Canada,3,"Criollo, Trinitario",Bolivia
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",2014,70,Canada,3,"Criollo, Trinitario",Bolivia
Hummingbird,Momotombo,2014,70,Canada,3,Trinitario,Nicaragua
Hummingbird,Hispaniola,2014,70,Canada,"3,75",Trinitario,Dominican Republic
Hummingbird,Zorzal Reserva w/ Charles Kerchner,2014,70,Canada,"3,5",,Dominican Republic
Hummingbird,"Ocumare, Cumboto",2013,70,Canada,"3,25","Trinitario, Criollo",Venezuela
Hummingbird,Amazonas,2013,70,Canada,"3,75",Forastero,Venezuela
Idilio (Felchlin),"Chuao, Venezuela",2013,72,Switzerland,"3,75",Trinitario,Venezuela
Idilio (Felchlin),Coopertiva Amazona,2011,72,Switzerland,"3,75",Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",2011,72,Switzerland,"3,75",,Venezuela
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",2011,72,Switzerland,"3,25",Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",2011,72,Switzerland,"3,75",Criollo,Venezuela
Idilio (Felchlin),"Porcelana, Zulia",2011,74,Switzerland,4,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",2011,72,Switzerland,"3,5",Criollo,Venezuela
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",2011,70,Switzerland,4,Trinitario,Venezuela
Idilio (Felchlin),Coopertiva Amazona w/ nibs,2011,72,Switzerland,4,Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",2011,72,Switzerland,4,,Venezuela
Indah,India (south),2016,61,India,"2,5",,India
Indaphoria,La Red,2012,70,U.S.A.,"3,25",,Dominican Republic
Indaphoria,"Conacado, Manifesto",2012,70,U.S.A.,"2,75",,Dominican Republic
Indi,Honduras,2014,77,U.S.A.,3,,Honduras
iQ Chocolate,"Satipo region, white label",2012,72,Scotland,"2,75",Criollo,Peru
iQ Chocolate,black label,2012,72,Scotland,3,,Peru
Isidro,Madagascar,2014,72,U.S.A.,"3,5",Trinitario,Madagascar
Isidro,Peru,2014,72,U.S.A.,"2,25",,Peru
Isidro,Belize,2014,72,U.S.A.,"3,25",Trinitario,Belize
Isidro,Dominican Republic,2014,72,U.S.A.,"3,25",,Dominican Republic
Izard,"Maya Mountain, Toledo, Batch 29",2015,70,U.S.A.,"3,5",Trinitario,Belize
Izard,"Elvesia P., Batch 32",2015,70,U.S.A.,"2,75",,Dominican Republic
Jacque Torres,Trinatario Treasure,2006,71,U.S.A.,2,Trinitario,Ghana
Jordis,Madagascar,2015,63,Czech Republic,"2,75",Trinitario,Madagascar
Just Good Chocolate,Belize,2014,70,U.S.A.,"3,5",Trinitario,Belize
Just Good Chocolate,Madagascar,2014,70,U.S.A.,"3,5",Trinitario,Madagascar
Just Good Chocolate,Peru,2014,70,U.S.A.,4,,Peru
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",2013,70,Domincan Republic,"3,5",,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",2013,82,Domincan Republic,3,,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",2013,55,Domincan Republic,"3,25",,Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",2013,62,Domincan Republic,"3,25",,Dominican Republic
Kakao,Peru,2012,64,Germany,"2,5",,Peru
Kakao,Vanuatu,2009,65,Germany,"3,75",Trinitario,Vanuatu
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,2008,70,Ecuador,3,,Ecuador
Kallari (Ecuatoriana),Sisa's Secret/ original micro,2008,70,Ecuador,"3,5",,Ecuador
Kallari (Ecuatoriana),Roberto,2008,75,Ecuador,"2,75",,Ecuador
Kallari (Ecuatoriana),Diego/ original micro,2008,85,Ecuador,"2,5",,Ecuador
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,2008,85,Ecuador,"2,75",,Ecuador
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,2008,85,Ecuador,3,,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,75,Ecuador,"2,5",,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,85,Ecuador,3,,Ecuador
Kaoka (Cemoi),Noir,2009,70,France,"2,75",,
Kaoka (Cemoi),Ecuador,2009,80,France,"2,75",,Ecuador
Kerchner,"La Red, Project Reserva, Guaconejo",2013,70,U.S.A.,"3,75",,Dominican Republic
Ki' Xocolatl,Dark,2009,72,Mexico,2,,Mexico
Kiskadee,"La Red, Guanconjeco",2014,60,U.S.A.,3,Trinitario,Dominican Republic
Kto,San Martin,2014,72,U.S.A.,"2,5",,Peru
Kto,Ocumare,2014,72,U.S.A.,"2,75",,Venezuela
Kto,Belize,2014,72,U.S.A.,3,Trinitario,Belize
Kto,Sambirano Valley,2014,72,U.S.A.,"3,25",Trinitario,Madagascar
Kto,Belize,2014,90,U.S.A.,"3,25",Trinitario,Belize
Kto,Elvesia,2014,72,U.S.A.,"3,25",,Dominican Republic
Kto,ROIG,2014,72,U.S.A.,"3,25",,Dominican Republic
K'ul,"Kafupbo, Petit Bourg, De Borgnes",2016,70,U.S.A.,"3,25",,Haiti
K'ul,"Maranon, Fortunato No. 4",2016,70,U.S.A.,"2,75",Forastero (Nacional),Peru
K'ul,"Los Rios, Hacienda Limon, Heirloom",2016,70,U.S.A.,"3,75",,Ecuador
K'ul,"Bahia, Fazenda Camboa",2016,70,U.S.A.,"3,75",Forastero,Brazil
Kyya,Uganda,2014,72.5,U.S.A.,"2,5",Forastero,Uganda
Kyya,Hispaniola,2014,72.5,U.S.A.,3,,Dominican Republic
Kyya,Ecuador,2014,72.5,U.S.A.,"2,5",,Ecuador
Kyya,Madagascar,2014,72.5,U.S.A.,3,Trinitario,Madagascar
L.A. Burdick (Felchlin),Peru,2012,74,U.S.A.,"3,25",,Peru
L.A. Burdick (Felchlin),Brazil,2012,70,U.S.A.,4,,Brazil
L.A. Burdick (Felchlin),Chuao,2012,68,U.S.A.,"3,75",Trinitario,Venezuela
L.A. Burdick (Felchlin),Quito,2011,74,U.S.A.,"3,75",,Ecuador
L.A. Burdick (Felchlin),Grenada,2010,75,U.S.A.,"3,25",Trinitario,Grenada
L.A. Burdick (Felchlin),Dominican Republic,2010,74,U.S.A.,"3,75",,Dominican Republic
L.A. Burdick (Felchlin),Venzuela,2010,71,U.S.A.,3,,Venezuela
L.A. Burdick (Felchlin),Madagascar,2009,64,U.S.A.,"3,5",Trinitario,Madagascar
L.A. Burdick (Felchlin),Bolivian,2009,68,U.S.A.,3,,Bolivia
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",2016,70,Japan,"2,25","Trinitario, Criollo",Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",2016,70,Japan,"2,5","Trinitario, Criollo",Peru
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",2016,70,Japan,3,Criollo,Peru
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",2016,70,Japan,3,"Trinitario, Criollo",Belize
La Maison du Chocolat (Valrhona),"Cuana, 2013",2013,74,France,"2,75",,"Africa, Carribean, C. Am."
La Maison du Chocolat (Valrhona),Tobago,2013,60,France,"3,25",,Tobago
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",2013,56,France,"3,25",,Ecuador
La Maison du Chocolat (Valrhona),Loma Sotavento,2012,66,France,"3,5",,Dominican Republic
La Maison du Chocolat (Valrhona),Grenada,2011,68,France,"3,5",Trinitario,Grenada
La Maison du Chocolat (Valrhona),Akosombo,2009,68,France,"3,25",Forastero,Ghana
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",2009,69,France,"3,5",Criollo (Porcelana),Venezuela
La Maison du Chocolat (Valrhona),Kuruba,2009,60,France,3,,
La Maison du Chocolat (Valrhona),Orinoco,2009,60,France,"3,75",,
La Maison du Chocolat (Valrhona),"Cuana, 2008",2008,74,France,"3,5",Blend,"Ven., Indonesia, Ecuad."
La Oroquidea,Peruvian Amazon,2011,72,Peru,"2,5",,Peru
La Pepa de Oro,Vinces,2011,60,Ecuador,"3,25",,Ecuador
Laia aka Chat-Noir,"Madagascar, Batch 59/100",2015,75,France,"2,75",Trinitario,Madagascar
Laia aka Chat-Noir,"Vietnam, Batch 50/100",2015,75,France,"2,75",Trinitario,Vietnam
Laia aka Chat-Noir,"Cuba, Batch 59/100",2015,75,France,3,,Cuba
Laia aka Chat-Noir,"Peru, Batch 51/100",2015,75,France,"3,25",,Peru
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",2015,75,France,3,,Ivory Coast
Laia aka Chat-Noir,"Sao Tome, Batch 151",2015,75,France,"3,5",Forastero,Sao Tome
Laia aka Chat-Noir,"Bahia, Batch 148",2015,75,France,"3,25",,Brazil
Laia aka Chat-Noir,"Lam Dong, Batch 153",2015,75,France,"3,75",Trinitario,Vietnam
Laia aka Chat-Noir,Cuba,2014,70,France,"2,75",,Cuba
Laia aka Chat-Noir,Trinidad-Tobago,2014,68,France,"2,75",,Trinidad-Tobago
Lajedo do Ouro,Catongo,2012,70,Brazil,"3,5",Forastero (Catongo),Brazil
Lake Champlain (Callebaut),Tanzania,2009,75,U.S.A.,"2,5",,Tanzania
L'Amourette,Rugoso,2016,80,U.S.A.,"3,5",Trinitario,Nicaragua
L'Amourette,Carenero Superior,2012,75,U.S.A.,3,Trinitario,Venezuela
L'Amourette,Rio Caribe,2012,75,U.S.A.,3,Trinitario,Venezuela
L'Amourette,Blend,2012,72,U.S.A.,3,Criollo,"Peru, Ecuador, Venezuela"
Letterpress,"La Masica, Batch 7, FHIA",2017,70,U.S.A.,"3,5",,Honduras
Letterpress,"Maya Mtn, Batch 18, Heirloom",2017,70,U.S.A.,"3,25",,Belize
Letterpress,Liberia,2016,70,U.S.A.,"3,25",,Liberia
Letterpress,Beniamo,2015,70,U.S.A.,"3,25",,Bolivia
Letterpress,"San Juan Estate, Gran Couva",2015,70,U.S.A.,"3,5",Trinitario,Trinidad
Letterpress,San Andres,2015,70,U.S.A.,3,,Costa Rica
Letterpress,"La Red, Guaconejo",2015,70,U.S.A.,"3,25",,Domincan Republic
Letterpress,Kokoa Kamili,2015,70,U.S.A.,"3,5",,Tanzania
Letterpress,Maranura,2014,70,U.S.A.,"3,5",Forastero (Nacional),Peru
Levy,Sambirano,2014,71,Finland,"3,5",Criollo,Madagascar
Lilla,Madagascar,2016,70,Finland,3,Trinitario,Madagascar
Lillie Belle,Perfect Illusion,2012,65,U.S.A.,"3,5",Criollo,Peru
Lillie Belle,"Bolivia, Wild Thing",2012,68,U.S.A.,"3,5",Criollo,Bolivia
Lillie Belle,La Selva,2012,68,U.S.A.,"3,75",,Peru
Lillie Belle,Purple Haze,2012,75,U.S.A.,"2,75",,"Venezuela, Dom. Rep."
Lillie Belle,"The Other One, Grand Cru",2012,74,U.S.A.,3,,Dominican Republic
Lillie Belle,Wild Thing,2012,68,U.S.A.,"3,5",Criollo,Bolivia
Lindt & Sprungli,Excellence (US Version),2007,85,Switzerland,3,,
Loiza,Puerto Rico,2013,65,Puerto Rico,"2,5",,Puerto Rico
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",2014,70,U.S.A.,"3,75",,Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",2014,65,U.S.A.,"3,25",,Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",2014,75,U.S.A.,"3,75",,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",2013,71,U.S.A.,3,,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",2013,72,U.S.A.,3,,Hawaii
Lonohana,"Hawaiian Crown, Kona Vanilla",2013,70,U.S.A.,"3,5",,Hawaii
Love Bar,Nicaragua,2015,75,U.S.A.,2,,Nicaragua
Luker,Selva,2010,46,Colombia,"2,75",,"Colombia, Ecuador"
